Lineage	Gene
Basidiomycota	32378at5204
Basidiomycota	67314at5204
Basidiomycota	14295at5204
Basidiomycota	85624at5204
Basidiomycota	67159at5204
Basidiomycota	8895at5204
Basidiomycota	10082at5204
Basidiomycota	71119at5204
Basidiomycota	36266at5204
Basidiomycota	7982at5204
Basidiomycota	17749at5204
Basidiomycota	4205at5204
Basidiomycota	15581at5204
Basidiomycota	1620at5204
Basidiomycota	6998at5204
Basidiomycota	74515at5204
Basidiomycota	47794at5204
Basidiomycota	13660at5204
Basidiomycota	35871at5204
Basidiomycota	77630at5204
Basidiomycota	3706at5204
Basidiomycota	47363at5204
Basidiomycota	51979at5204
Basidiomycota	76416at5204
Basidiomycota	35641at5204
Basidiomycota	972at5204
Basidiomycota	16246at5204
Basidiomycota	15444at5204
Basidiomycota	2043at5204
Basidiomycota	6977at5204
Basidiomycota	60091at5204
Basidiomycota	9853at5204
Basidiomycota	26714at5204
Basidiomycota	2040at5204
Basidiomycota	46601at5204
Basidiomycota	60896at5204
Basidiomycota	66578at5204
Basidiomycota	52832at5204
Basidiomycota	79594at5204
Basidiomycota	87526at5204
Basidiomycota	30137at5204
Basidiomycota	49809at5204
Basidiomycota	41225at5204
Basidiomycota	15254at5204
Basidiomycota	16709at5204
Basidiomycota	4576at5204
Basidiomycota	26486at5204
Basidiomycota	54046at5204
Basidiomycota	33768at5204
Basidiomycota	47088at5204
Basidiomycota	646at5204
Basidiomycota	79319at5204
Basidiomycota	32302at5204
Basidiomycota	12980at5204
Basidiomycota	1065at5204
Basidiomycota	65571at5204
Basidiomycota	54660at5204
Basidiomycota	10301at5204
Basidiomycota	22924at5204
Basidiomycota	14885at5204
Basidiomycota	7099at5204
Basidiomycota	4497at5204
Basidiomycota	2413at5204
Basidiomycota	76266at5204
Basidiomycota	16789at5204
Basidiomycota	37508at5204
Basidiomycota	61872at5204
Basidiomycota	615at5204
Basidiomycota	33204at5204
Basidiomycota	65at5204
Basidiomycota	4662at5204
Basidiomycota	66184at5204
Basidiomycota	73845at5204
Basidiomycota	65923at5204
Basidiomycota	90553at5204
Basidiomycota	16675at5204
Basidiomycota	9664at5204
Basidiomycota	15490at5204
Basidiomycota	74211at5204
Basidiomycota	7667at5204
Basidiomycota	22744at5204
Basidiomycota	1257at5204
Basidiomycota	67530at5204
Basidiomycota	26959at5204
Basidiomycota	1231at5204
Basidiomycota	25482at5204
Basidiomycota	46399at5204
Basidiomycota	838at5204
Basidiomycota	63627at5204
Basidiomycota	289at5204
Basidiomycota	52059at5204
Basidiomycota	543at5204
Basidiomycota	22467at5204
Basidiomycota	1534at5204
Basidiomycota	15788at5204
Basidiomycota	24073at5204
Basidiomycota	25103at5204
Basidiomycota	69575at5204
Basidiomycota	50980at5204
Basidiomycota	31762at5204
Basidiomycota	73200at5204
Basidiomycota	32284at5204
Basidiomycota	37387at5204
Basidiomycota	32381at5204
Basidiomycota	475at5204
Basidiomycota	31054at5204
Basidiomycota	21805at5204
Basidiomycota	26664at5204
Basidiomycota	12408at5204
Basidiomycota	14691at5204
Basidiomycota	2214at5204
Basidiomycota	10602at5204
Basidiomycota	38458at5204
Basidiomycota	1165at5204
Basidiomycota	41828at5204
Basidiomycota	13073at5204
Basidiomycota	30133at5204
Basidiomycota	65839at5204
Basidiomycota	65381at5204
Basidiomycota	62510at5204
Basidiomycota	61550at5204
Basidiomycota	25441at5204
Basidiomycota	28at5204
Basidiomycota	31963at5204
Basidiomycota	19221at5204
Basidiomycota	18478at5204
Basidiomycota	22764at5204
Basidiomycota	39932at5204
Basidiomycota	34733at5204
Basidiomycota	87797at5204
Basidiomycota	4781at5204
Basidiomycota	21256at5204
Basidiomycota	3271at5204
Basidiomycota	1870at5204
Basidiomycota	10554at5204
Basidiomycota	79358at5204
Basidiomycota	53364at5204
Basidiomycota	26338at5204
Basidiomycota	5048at5204
Basidiomycota	87970at5204
Basidiomycota	52869at5204
Basidiomycota	40505at5204
Basidiomycota	20672at5204
Basidiomycota	5850at5204
Basidiomycota	5196at5204
Basidiomycota	2273at5204
Basidiomycota	74445at5204
Basidiomycota	56887at5204
Basidiomycota	62993at5204
Basidiomycota	48238at5204
Basidiomycota	75533at5204
Basidiomycota	27817at5204
Basidiomycota	49872at5204
Basidiomycota	72210at5204
Basidiomycota	66045at5204
Basidiomycota	3882at5204
Basidiomycota	7254at5204
Basidiomycota	6331at5204
Basidiomycota	2963at5204
Basidiomycota	9944at5204
Basidiomycota	25093at5204
Basidiomycota	4419at5204
Basidiomycota	51268at5204
Basidiomycota	20678at5204
Basidiomycota	17350at5204
Basidiomycota	2566at5204
Basidiomycota	13001at5204
Basidiomycota	19766at5204
Basidiomycota	4928at5204
Basidiomycota	27307at5204
Basidiomycota	75894at5204
Basidiomycota	48036at5204
Basidiomycota	8977at5204
Basidiomycota	11605at5204
Basidiomycota	19763at5204
Basidiomycota	56184at5204
Basidiomycota	47404at5204
Basidiomycota	56555at5204
Basidiomycota	45852at5204
Basidiomycota	37911at5204
Basidiomycota	27274at5204
Basidiomycota	78967at5204
Basidiomycota	6217at5204
Basidiomycota	33846at5204
Basidiomycota	1742at5204
Basidiomycota	19427at5204
Basidiomycota	3234at5204
Basidiomycota	20570at5204
Basidiomycota	7134at5204
Basidiomycota	17789at5204
Basidiomycota	9531at5204
Basidiomycota	37662at5204
Basidiomycota	4188at5204
Basidiomycota	4735at5204
Basidiomycota	27260at5204
Basidiomycota	9706at5204
Basidiomycota	38341at5204
Basidiomycota	33667at5204
Basidiomycota	52863at5204
Basidiomycota	83584at5204
Basidiomycota	8706at5204
Basidiomycota	12253at5204
Basidiomycota	25469at5204
Basidiomycota	59186at5204
Basidiomycota	25450at5204
Basidiomycota	39025at5204
Basidiomycota	41561at5204
Basidiomycota	9248at5204
Basidiomycota	21208at5204
Basidiomycota	22152at5204
Basidiomycota	11434at5204
Basidiomycota	29557at5204
Basidiomycota	45537at5204
Basidiomycota	4394at5204
Basidiomycota	74196at5204
Basidiomycota	40114at5204
Basidiomycota	3581at5204
Basidiomycota	19213at5204
Basidiomycota	48728at5204
Basidiomycota	34773at5204
Basidiomycota	37068at5204
Basidiomycota	43468at5204
Basidiomycota	57026at5204
Basidiomycota	66107at5204
Basidiomycota	15735at5204
Basidiomycota	21119at5204
Basidiomycota	64400at5204
Basidiomycota	61099at5204
Basidiomycota	2050at5204
Basidiomycota	33732at5204
Basidiomycota	4444at5204
Basidiomycota	21323at5204
Basidiomycota	4420at5204
Basidiomycota	62686at5204
Basidiomycota	22145at5204
Basidiomycota	11378at5204
Basidiomycota	33631at5204
Basidiomycota	13542at5204
Basidiomycota	11881at5204
Basidiomycota	17105at5204
Basidiomycota	1532at5204
Basidiomycota	23753at5204
Basidiomycota	42222at5204
Basidiomycota	15417at5204
Basidiomycota	17097at5204
Basidiomycota	45853at5204
Basidiomycota	271at5204
Basidiomycota	1685at5204
Basidiomycota	56891at5204
Basidiomycota	29246at5204
Basidiomycota	13884at5204
Basidiomycota	7759at5204
Basidiomycota	28533at5204
Basidiomycota	35010at5204
Basidiomycota	34229at5204
Basidiomycota	26040at5204
Chlorophyta	2112at3041
Chlorophyta	7087at3041
Chlorophyta	12380at3041
Chlorophyta	443at3041
Chlorophyta	1320at3041
Chlorophyta	3687at3041
Chlorophyta	5044at3041
Chlorophyta	6577at3041
Chlorophyta	4825at3041
Chlorophyta	1597at3041
Chlorophyta	52at3041
Chlorophyta	7570at3041
Chlorophyta	7013at3041
Chlorophyta	8925at3041
Chlorophyta	6905at3041
Chlorophyta	6319at3041
Chlorophyta	878at3041
Chlorophyta	6207at3041
Chlorophyta	4847at3041
Chlorophyta	510at3041
Chlorophyta	2042at3041
Chlorophyta	879at3041
Chlorophyta	1891at3041
Chlorophyta	2268at3041
Chlorophyta	1584at3041
Chlorophyta	118at3041
Chlorophyta	7268at3041
Chlorophyta	4202at3041
Chlorophyta	6681at3041
Chlorophyta	4122at3041
Chlorophyta	5292at3041
Chlorophyta	2930at3041
Chlorophyta	2261at3041
Chlorophyta	8318at3041
Chlorophyta	7663at3041
Chlorophyta	7062at3041
Chlorophyta	416at3041
Chlorophyta	4718at3041
Chlorophyta	1574at3041
Chlorophyta	8052at3041
Chlorophyta	6448at3041
Chlorophyta	3554at3041
Chlorophyta	9788at3041
Chlorophyta	6717at3041
Chlorophyta	643at3041
Chlorophyta	6885at3041
Chlorophyta	3370at3041
Chlorophyta	8377at3041
Chlorophyta	10684at3041
Chlorophyta	5680at3041
Chlorophyta	2969at3041
Chlorophyta	11545at3041
Chlorophyta	8001at3041
Chlorophyta	10167at3041
Chlorophyta	1304at3041
Chlorophyta	992at3041
Chlorophyta	10960at3041
Chlorophyta	3152at3041
Chlorophyta	1364at3041
Chlorophyta	307at3041
Chlorophyta	7101at3041
Chlorophyta	714at3041
Chlorophyta	1621at3041
Chlorophyta	12131at3041
Chlorophyta	6181at3041
Chlorophyta	477at3041
Chlorophyta	6837at3041
Chlorophyta	1142at3041
Chlorophyta	6156at3041
Chlorophyta	345at3041
Chlorophyta	11502at3041
Chlorophyta	1116at3041
Chlorophyta	3911at3041
Chlorophyta	5645at3041
Chlorophyta	4573at3041
Chlorophyta	5262at3041
Chlorophyta	10198at3041
Chlorophyta	884at3041
Chlorophyta	3950at3041
Chlorophyta	1410at3041
Chlorophyta	8619at3041
Chlorophyta	8644at3041
Chlorophyta	8618at3041
Chlorophyta	2327at3041
Chlorophyta	2281at3041
Chlorophyta	5706at3041
Chlorophyta	918at3041
Chlorophyta	4690at3041
Chlorophyta	10373at3041
Chlorophyta	5060at3041
Chlorophyta	3562at3041
Chlorophyta	1029at3041
Chlorophyta	1240at3041
Chlorophyta	8260at3041
Chlorophyta	1872at3041
Chlorophyta	5319at3041
Chlorophyta	1301at3041
Chlorophyta	4506at3041
Chlorophyta	8714at3041
Chlorophyta	6909at3041
Chlorophyta	8592at3041
Chlorophyta	1418at3041
Chlorophyta	1917at3041
Chlorophyta	619at3041
Chlorophyta	10412at3041
Chlorophyta	1537at3041
Chlorophyta	4899at3041
Chlorophyta	6422at3041
Chlorophyta	3583at3041
Chlorophyta	9812at3041
Chlorophyta	8206at3041
Chlorophyta	1742at3041
Chlorophyta	427at3041
Chlorophyta	5123at3041
Chlorophyta	6261at3041
Chlorophyta	6623at3041
Chlorophyta	2869at3041
Chlorophyta	5705at3041
Chlorophyta	6651at3041
Chlorophyta	3338at3041
Chlorophyta	3434at3041
Chlorophyta	1385at3041
Chlorophyta	9185at3041
Chlorophyta	106at3041
Chlorophyta	10388at3041
Chlorophyta	6571at3041
Chlorophyta	2581at3041
Chlorophyta	155at3041
Chlorophyta	8662at3041
Chlorophyta	3758at3041
Chlorophyta	4348at3041
Chlorophyta	863at3041
Chlorophyta	5285at3041
Chlorophyta	5426at3041
Chlorophyta	1684at3041
Chlorophyta	7577at3041
Chlorophyta	5911at3041
Chlorophyta	1863at3041
Chlorophyta	251at3041
Chlorophyta	10056at3041
Chlorophyta	1862at3041
Chlorophyta	5474at3041
Chlorophyta	6381at3041
Chlorophyta	11221at3041
Chlorophyta	5849at3041
Chlorophyta	7494at3041
Chlorophyta	3408at3041
Chlorophyta	8373at3041
Chlorophyta	5335at3041
Chlorophyta	2990at3041
Chlorophyta	9415at3041
Chlorophyta	5554at3041
Chlorophyta	1899at3041
Chlorophyta	5236at3041
Chlorophyta	4288at3041
Chlorophyta	1643at3041
Chlorophyta	930at3041
Chlorophyta	891at3041
Chlorophyta	8947at3041
Chlorophyta	8151at3041
Chlorophyta	8157at3041
Chlorophyta	4299at3041
Chlorophyta	5702at3041
Chlorophyta	1071at3041
Chlorophyta	10156at3041
Chlorophyta	4294at3041
Chlorophyta	1570at3041
Chlorophyta	11392at3041
Chlorophyta	5301at3041
Chlorophyta	5422at3041
Chlorophyta	6225at3041
Chlorophyta	6773at3041
Chlorophyta	5073at3041
Chlorophyta	4630at3041
Chlorophyta	7303at3041
Chlorophyta	1148at3041
Chlorophyta	8069at3041
Chlorophyta	1503at3041
Chlorophyta	45at3041
Chlorophyta	872at3041
Chlorophyta	366at3041
Chlorophyta	1267at3041
Chlorophyta	3840at3041
Chlorophyta	11048at3041
Chlorophyta	137at3041
Chlorophyta	4808at3041
Chlorophyta	4627at3041
Chlorophyta	7955at3041
Chlorophyta	5963at3041
Chlorophyta	7999at3041
Chlorophyta	1600at3041
Chlorophyta	6710at3041
Chlorophyta	2073at3041
Chlorophyta	3019at3041
Chlorophyta	3988at3041
Chlorophyta	2233at3041
Chlorophyta	3697at3041
Chlorophyta	3885at3041
Chlorophyta	4065at3041
Chlorophyta	2110at3041
Chlorophyta	3106at3041
Chlorophyta	4322at3041
Chlorophyta	6002at3041
Chlorophyta	7678at3041
Chlorophyta	3396at3041
Chlorophyta	1864at3041
Chlorophyta	3446at3041
Chlorophyta	179at3041
Chlorophyta	3835at3041
Chlorophyta	7661at3041
Chlorophyta	1093at3041
Chlorophyta	1195at3041
Chlorophyta	1149at3041
Chlorophyta	8787at3041
Chlorophyta	10175at3041
Chlorophyta	6891at3041
Chlorophyta	1490at3041
Chlorophyta	6403at3041
Chlorophyta	3277at3041
Chlorophyta	4086at3041
Chlorophyta	4670at3041
Chlorophyta	2919at3041
Chlorophyta	8836at3041
Chlorophyta	3080at3041
Chlorophyta	1666at3041
Chlorophyta	799at3041
Chlorophyta	3291at3041
Chlorophyta	522at3041
Chlorophyta	235at3041
Chlorophyta	8296at3041
Chlorophyta	9051at3041
Chlorophyta	391at3041
Chlorophyta	3556at3041
Chlorophyta	1477at3041
Chlorophyta	3621at3041
Chlorophyta	4310at3041
Chlorophyta	4023at3041
Chlorophyta	4417at3041
Chlorophyta	2159at3041
Chlorophyta	7853at3041
Chlorophyta	3614at3041
Chlorophyta	4152at3041
Chlorophyta	6302at3041
Chlorophyta	8539at3041
Chlorophyta	3020at3041
Chlorophyta	5444at3041
Chlorophyta	10273at3041
Chlorophyta	2467at3041
Chlorophyta	8645at3041
Chlorophyta	5130at3041
Chlorophyta	5701at3041
Chlorophyta	7789at3041
Chlorophyta	5785at3041
Chlorophyta	733at3041
Chlorophyta	1348at3041
Chlorophyta	7672at3041
Chlorophyta	11071at3041
Chlorophyta	10808at3041
Chlorophyta	9331at3041
Chlorophyta	6345at3041
Chlorophyta	6017at3041
Chlorophyta	5988at3041
Chlorophyta	7744at3041
Chlorophyta	2461at3041
Chlorophyta	4129at3041
Chlorophyta	5305at3041
Chlorophyta	5213at3041
Chlorophyta	4884at3041
Chlorophyta	4253at3041
Chlorophyta	8117at3041
Chlorophyta	8895at3041
Chlorophyta	9134at3041
Chlorophyta	9180at3041
Chlorophyta	2699at3041
Chlorophyta	963at3041
Chlorophyta	6733at3041
Chlorophyta	7274at3041
Chlorophyta	3618at3041
Chlorophyta	7089at3041
Chlorophyta	9261at3041
Chlorophyta	1985at3041
Chlorophyta	417at3041
Chlorophyta	11780at3041
Chlorophyta	9401at3041
Chlorophyta	2903at3041
Chlorophyta	8526at3041
Chlorophyta	919at3041
Chlorophyta	8862at3041
Chlorophyta	4012at3041
Chlorophyta	3202at3041
Chlorophyta	3079at3041
Chlorophyta	8863at3041
Chlorophyta	5108at3041
Chlorophyta	11669at3041
Chlorophyta	3893at3041
Chlorophyta	3493at3041
Chlorophyta	4188at3041
Chlorophyta	3355at3041
Chlorophyta	8844at3041
Chlorophyta	4200at3041
Chlorophyta	1804at3041
Chlorophyta	5304at3041
Chlorophyta	6880at3041
Chlorophyta	5424at3041
Chlorophyta	818at3041
Chlorophyta	8623at3041
Chlorophyta	9631at3041
Chlorophyta	7392at3041
Chlorophyta	1422at3041
Chlorophyta	9588at3041
Chlorophyta	12893at3041
Chlorophyta	3673at3041
Chlorophyta	5057at3041
Chlorophyta	7434at3041
Chlorophyta	6989at3041
Chlorophyta	2101at3041
Chlorophyta	2181at3041
Chlorophyta	9298at3041
Chlorophyta	2338at3041
Chlorophyta	4016at3041
Chlorophyta	4439at3041
Chlorophyta	11776at3041
Chlorophyta	832at3041
Chlorophyta	2139at3041
Chlorophyta	5659at3041
Chlorophyta	781at3041
Chlorophyta	1805at3041
Chlorophyta	3217at3041
Chlorophyta	6145at3041
Chlorophyta	5737at3041
Chlorophyta	1379at3041
Chlorophyta	7276at3041
Chlorophyta	263at3041
Chlorophyta	1966at3041
Chlorophyta	5886at3041
Chlorophyta	3034at3041
Chlorophyta	5738at3041
Chlorophyta	8500at3041
Chlorophyta	3483at3041
Chlorophyta	3588at3041
Chlorophyta	5231at3041
Chlorophyta	767at3041
Chlorophyta	7781at3041
Chlorophyta	8309at3041
Chlorophyta	3333at3041
Chlorophyta	4146at3041
Chlorophyta	412at3041
Chlorophyta	7848at3041
Chlorophyta	4203at3041
Chlorophyta	4763at3041
Chlorophyta	9903at3041
Chlorophyta	9508at3041
Chlorophyta	5561at3041
Chlorophyta	207at3041
Chlorophyta	5825at3041
Chlorophyta	5020at3041
Chlorophyta	1727at3041
Chlorophyta	1084at3041
Chlorophyta	4267at3041
Chlorophyta	6897at3041
Chlorophyta	7288at3041
Chlorophyta	10934at3041
Chlorophyta	10205at3041
Chlorophyta	8987at3041
Chlorophyta	6445at3041
Chlorophyta	7914at3041
Chlorophyta	11038at3041
Chlorophyta	11191at3041
Chlorophyta	8021at3041
Chlorophyta	8793at3041
Chlorophyta	6097at3041
Chlorophyta	10668at3041
Chlorophyta	439at3041
Chlorophyta	239at3041
Chlorophyta	6072at3041
Chlorophyta	4295at3041
Chlorophyta	3050at3041
Chlorophyta	2583at3041
Chlorophyta	9210at3041
Chlorophyta	6986at3041
Chlorophyta	2109at3041
Chlorophyta	7128at3041
Chlorophyta	2496at3041
Chlorophyta	5934at3041
Chlorophyta	12535at3041
Chlorophyta	8061at3041
Chlorophyta	3711at3041
Chlorophyta	2137at3041
Chlorophyta	230at3041
Chlorophyta	2531at3041
Chlorophyta	6896at3041
Chlorophyta	5635at3041
Chlorophyta	2976at3041
Chlorophyta	8843at3041
Chlorophyta	4230at3041
Chlorophyta	6146at3041
Chlorophyta	3398at3041
Chlorophyta	3994at3041
Chlorophyta	4797at3041
Chlorophyta	9637at3041
Chlorophyta	9580at3041
Chlorophyta	440at3041
Chlorophyta	6479at3041
Chlorophyta	4204at3041
Chlorophyta	4972at3041
Chlorophyta	7047at3041
Chlorophyta	8438at3041
Chlorophyta	5429at3041
Chlorophyta	5095at3041
Chlorophyta	3188at3041
Chlorophyta	969at3041
Chlorophyta	1576at3041
Chlorophyta	2130at3041
Chlorophyta	2051at3041
Chlorophyta	1715at3041
Chlorophyta	1800at3041
Chlorophyta	8406at3041
Chlorophyta	5393at3041
Chlorophyta	13024at3041
Chlorophyta	4697at3041
Chlorophyta	7072at3041
Chlorophyta	7319at3041
Chlorophyta	6628at3041
Chlorophyta	8395at3041
Chlorophyta	8453at3041
Chlorophyta	8778at3041
Chlorophyta	8869at3041
Chlorophyta	9283at3041
Chlorophyta	5280at3041
Chlorophyta	4102at3041
Chlorophyta	3806at3041
Chlorophyta	10418at3041
Chlorophyta	2269at3041
Chlorophyta	2182at3041
Chlorophyta	3178at3041
Chlorophyta	7965at3041
Chlorophyta	2743at3041
Chlorophyta	6348at3041
Chlorophyta	8231at3041
Chlorophyta	9135at3041
Chlorophyta	10459at3041
Chlorophyta	9901at3041
Chlorophyta	5398at3041
Chlorophyta	11078at3041
Chlorophyta	5338at3041
Chlorophyta	9478at3041
Chlorophyta	4824at3041
Chlorophyta	4109at3041
Chlorophyta	4405at3041
Chlorophyta	1143at3041
Chlorophyta	8451at3041
Chlorophyta	3774at3041
Chlorophyta	4057at3041
Chlorophyta	8408at3041
Chlorophyta	3892at3041
Chlorophyta	3869at3041
Chlorophyta	3297at3041
Chlorophyta	6144at3041
Chlorophyta	2104at3041
Chlorophyta	10044at3041
Chlorophyta	7040at3041
Chlorophyta	4255at3041
Chlorophyta	9088at3041
Chlorophyta	587at3041
Chlorophyta	11870at3041
Chlorophyta	7922at3041
Chlorophyta	782at3041
Chlorophyta	8275at3041
Chlorophyta	144at3041
Chlorophyta	9493at3041
Chlorophyta	7357at3041
Chlorophyta	639at3041
Chlorophyta	4327at3041
Chlorophyta	12295at3041
Chlorophyta	3181at3041
Chlorophyta	1229at3041
Chlorophyta	3306at3041
Chlorophyta	1848at3041
Chlorophyta	6987at3041
Chlorophyta	4872at3041
Chlorophyta	635at3041
Chlorophyta	6682at3041
Chlorophyta	796at3041
Chlorophyta	6282at3041
Chlorophyta	5845at3041
Chlorophyta	11068at3041
Chlorophyta	8868at3041
Chlorophyta	7118at3041
Chlorophyta	8208at3041
Chlorophyta	4289at3041
Chlorophyta	9197at3041
Chlorophyta	11894at3041
Chlorophyta	7868at3041
Chlorophyta	1842at3041
Chlorophyta	7248at3041
Chlorophyta	8364at3041
Chlorophyta	9123at3041
Chlorophyta	222at3041
Chlorophyta	9279at3041
Chlorophyta	72at3041
Chlorophyta	2318at3041
Chlorophyta	9622at3041
Chlorophyta	4546at3041
Chlorophyta	9042at3041
Chlorophyta	5568at3041
Chlorophyta	2523at3041
Chlorophyta	5594at3041
Chlorophyta	11417at3041
Chlorophyta	6516at3041
Chlorophyta	8720at3041
Chlorophyta	11308at3041
Chlorophyta	4945at3041
Chlorophyta	4257at3041
Chlorophyta	6490at3041
Chlorophyta	4308at3041
Chlorophyta	2773at3041
Chlorophyta	11073at3041
Chlorophyta	12584at3041
Chlorophyta	1628at3041
Chlorophyta	10768at3041
Chlorophyta	7879at3041
Chlorophyta	3411at3041
Chlorophyta	2863at3041
Chlorophyta	226at3041
Chlorophyta	8641at3041
Chlorophyta	4550at3041
Chlorophyta	2068at3041
Chlorophyta	1256at3041
Chlorophyta	4055at3041
Chlorophyta	3012at3041
Chlorophyta	4956at3041
Chlorophyta	7378at3041
Chlorophyta	7423at3041
Chlorophyta	7802at3041
Chlorophyta	2267at3041
Chlorophyta	8620at3041
Chlorophyta	10679at3041
Chlorophyta	8826at3041
Chlorophyta	10667at3041
Chlorophyta	4544at3041
Chlorophyta	3304at3041
Chlorophyta	5103at3041
Chlorophyta	4604at3041
Chlorophyta	10618at3041
Chlorophyta	1622at3041
Chlorophyta	8690at3041
Chlorophyta	1772at3041
Chlorophyta	7205at3041
Chlorophyta	5923at3041
Chlorophyta	2959at3041
Chlorophyta	4904at3041
Chlorophyta	581at3041
Chlorophyta	2282at3041
Chlorophyta	5230at3041
Chlorophyta	2002at3041
Chlorophyta	1032at3041
Chlorophyta	4728at3041
Chlorophyta	2499at3041
Chlorophyta	8718at3041
Chlorophyta	11337at3041
Chlorophyta	9379at3041
Chlorophyta	3537at3041
Chlorophyta	4958at3041
Chlorophyta	4619at3041
Chlorophyta	495at3041
Chlorophyta	2932at3041
Chlorophyta	4381at3041
Chlorophyta	5520at3041
Chlorophyta	5080at3041
Chlorophyta	5479at3041
Chlorophyta	8904at3041
Chlorophyta	4143at3041
Chlorophyta	1601at3041
Chlorophyta	6565at3041
Chlorophyta	5278at3041
Chlorophyta	2298at3041
Chlorophyta	2528at3041
Chlorophyta	2688at3041
Chlorophyta	5547at3041
Chlorophyta	4331at3041
Chlorophyta	5567at3041
Chlorophyta	3644at3041
Chlorophyta	4403at3041
Chlorophyta	9168at3041
Chlorophyta	3499at3041
Chlorophyta	6105at3041
Chlorophyta	6003at3041
Chlorophyta	3151at3041
Chlorophyta	681at3041
Chlorophyta	4624at3041
Chlorophyta	3028at3041
Chlorophyta	290at3041
Chlorophyta	9927at3041
Chlorophyta	8542at3041
Chlorophyta	7265at3041
Chlorophyta	5681at3041
Chlorophyta	7993at3041
Chlorophyta	2618at3041
Chlorophyta	2837at3041
Chlorophyta	1476at3041
Chlorophyta	3198at3041
Chlorophyta	8449at3041
Chlorophyta	8424at3041
Chlorophyta	3417at3041
Chlorophyta	3864at3041
Chlorophyta	7398at3041
Chlorophyta	1201at3041
Chlorophyta	1133at3041
Chlorophyta	988at3041
Chlorophyta	9759at3041
Chlorophyta	7498at3041
Chlorophyta	4087at3041
Chlorophyta	7698at3041
Chlorophyta	8190at3041
Chlorophyta	9169at3041
Chlorophyta	7804at3041
Chlorophyta	2124at3041
Chlorophyta	1878at3041
Chlorophyta	2400at3041
Chlorophyta	8114at3041
Chlorophyta	2228at3041
Chlorophyta	8448at3041
Chlorophyta	7025at3041
Chlorophyta	9516at3041
Chlorophyta	4155at3041
Chlorophyta	6013at3041
Chlorophyta	11371at3041
Chlorophyta	820at3041
Chlorophyta	5551at3041
Chlorophyta	2134at3041
Chlorophyta	6018at3041
Chlorophyta	6065at3041
Chlorophyta	8558at3041
Chlorophyta	6718at3041
Chlorophyta	4081at3041
Chlorophyta	7642at3041
Chlorophyta	9999at3041
Chlorophyta	803at3041
Chlorophyta	594at3041
Chlorophyta	7742at3041
Chlorophyta	1997at3041
Chlorophyta	5906at3041
Chlorophyta	322at3041
Chlorophyta	784at3041
Chlorophyta	5786at3041
Chlorophyta	12851at3041
Chlorophyta	697at3041
Chlorophyta	4427at3041
Chlorophyta	6455at3041
Chlorophyta	10642at3041
Chlorophyta	11866at3041
Chlorophyta	6952at3041
Chlorophyta	8134at3041
Chlorophyta	12685at3041
Chlorophyta	1235at3041
Chlorophyta	4351at3041
Chlorophyta	8810at3041
Chlorophyta	6847at3041
Chlorophyta	8130at3041
Chlorophyta	812at3041
Chlorophyta	2598at3041
Chlorophyta	2231at3041
Chlorophyta	9668at3041
Chlorophyta	4063at3041
Chlorophyta	3375at3041
Chlorophyta	3895at3041
Chlorophyta	1700at3041
Chlorophyta	10744at3041
Chlorophyta	6517at3041
Chlorophyta	3854at3041
Chlorophyta	9600at3041
Chlorophyta	3352at3041
Chlorophyta	2404at3041
Chlorophyta	3591at3041
Chlorophyta	2671at3041
Chlorophyta	2831at3041
Chlorophyta	2960at3041
Chlorophyta	246at3041
Chlorophyta	10545at3041
Chlorophyta	4993at3041
Chlorophyta	6629at3041
Chlorophyta	3121at3041
Chlorophyta	4734at3041
Chlorophyta	6643at3041
Chlorophyta	8465at3041
Chlorophyta	4605at3041
Chlorophyta	1974at3041
Chlorophyta	1187at3041
Chlorophyta	10301at3041
Chlorophyta	4558at3041
Chlorophyta	928at3041
Chlorophyta	4259at3041
Chlorophyta	424at3041
Chlorophyta	10100at3041
Chlorophyta	8629at3041
Chlorophyta	3613at3041
Chlorophyta	8727at3041
Chlorophyta	4997at3041
Chlorophyta	4058at3041
Chlorophyta	3867at3041
Chlorophyta	8327at3041
Chlorophyta	7331at3041
Chlorophyta	1740at3041
Chlorophyta	8502at3041
Chlorophyta	7462at3041
Chlorophyta	415at3041
Chlorophyta	3153at3041
Chlorophyta	1090at3041
Chlorophyta	5563at3041
Chlorophyta	7051at3041
Chlorophyta	5703at3041
Chlorophyta	9487at3041
Chlorophyta	9005at3041
Chlorophyta	5502at3041
Chlorophyta	10061at3041
Chlorophyta	5107at3041
Chlorophyta	1729at3041
Chlorophyta	1815at3041
Chlorophyta	11481at3041
Chlorophyta	7512at3041
Chlorophyta	4937at3041
Chlorophyta	2728at3041
Chlorophyta	7269at3041
Chlorophyta	7167at3041
Chlorophyta	7132at3041
Chlorophyta	4520at3041
Chlorophyta	2843at3041
Chlorophyta	2470at3041
Chlorophyta	3955at3041
Chlorophyta	1967at3041
Chlorophyta	1728at3041
Chlorophyta	4084at3041
Chlorophyta	4160at3041
Chlorophyta	4312at3041
Chlorophyta	4458at3041
Chlorophyta	4530at3041
Chlorophyta	6074at3041
Chlorophyta	11622at3041
Chlorophyta	4933at3041
Chlorophyta	2505at3041
Chlorophyta	5929at3041
Chlorophyta	1669at3041
Chlorophyta	6330at3041
Chlorophyta	6561at3041
Chlorophyta	10965at3041
Chlorophyta	7394at3041
Chlorophyta	3173at3041
Chlorophyta	2871at3041
Chlorophyta	9417at3041
