Lineage	Gene
Liliopsida	18393at4447
Liliopsida	37370at4447
Liliopsida	12460at4447
Liliopsida	30896at4447
Liliopsida	23123at4447
Liliopsida	31582at4447
Liliopsida	25567at4447
Liliopsida	22440at4447
Liliopsida	13446at4447
Liliopsida	10548at4447
Liliopsida	32865at4447
Liliopsida	41963at4447
Liliopsida	15479at4447
Liliopsida	14355at4447
Liliopsida	26308at4447
Liliopsida	26985at4447
Liliopsida	19528at4447
Liliopsida	2102at4447
Liliopsida	17846at4447
Liliopsida	32194at4447
Liliopsida	28573at4447
Liliopsida	39160at4447
Liliopsida	19571at4447
Liliopsida	7276at4447
Liliopsida	24847at4447
Liliopsida	40423at4447
Liliopsida	36277at4447
Liliopsida	9428at4447
Liliopsida	22497at4447
Liliopsida	20756at4447
Liliopsida	21408at4447
Liliopsida	37005at4447
Liliopsida	40868at4447
Liliopsida	33745at4447
Liliopsida	28638at4447
Liliopsida	19842at4447
Liliopsida	38043at4447
Liliopsida	3088at4447
Liliopsida	25462at4447
Liliopsida	31801at4447
Liliopsida	15959at4447
Liliopsida	28371at4447
Liliopsida	31902at4447
Liliopsida	9778at4447
Liliopsida	12070at4447
Liliopsida	41739at4447
Liliopsida	16590at4447
Liliopsida	37766at4447
Liliopsida	34193at4447
Liliopsida	22376at4447
Liliopsida	5135at4447
Liliopsida	6949at4447
Liliopsida	10015at4447
Liliopsida	12701at4447
Liliopsida	1494at4447
Liliopsida	14375at4447
Liliopsida	28429at4447
Liliopsida	14260at4447
Liliopsida	21277at4447
Liliopsida	35973at4447
Liliopsida	29339at4447
Liliopsida	20019at4447
Liliopsida	8637at4447
Liliopsida	19140at4447
Liliopsida	17559at4447
Liliopsida	5340at4447
Liliopsida	30936at4447
Liliopsida	25959at4447
Liliopsida	20818at4447
Liliopsida	27146at4447
Liliopsida	7422at4447
Liliopsida	21313at4447
Liliopsida	38560at4447
Liliopsida	6923at4447
Liliopsida	15933at4447
Liliopsida	36126at4447
Liliopsida	24367at4447
Liliopsida	35847at4447
Liliopsida	34143at4447
Liliopsida	22883at4447
Liliopsida	40951at4447
Liliopsida	34451at4447
Liliopsida	26542at4447
Liliopsida	41154at4447
Liliopsida	28253at4447
Liliopsida	34070at4447
Liliopsida	36360at4447
Liliopsida	40279at4447
Liliopsida	40199at4447
Liliopsida	14631at4447
Liliopsida	8511at4447
Liliopsida	24344at4447
Liliopsida	13978at4447
Liliopsida	25973at4447
Liliopsida	6880at4447
Liliopsida	24440at4447
Liliopsida	37700at4447
Liliopsida	33374at4447
Liliopsida	15819at4447
Liliopsida	33832at4447
Liliopsida	28524at4447
Liliopsida	31244at4447
Liliopsida	19840at4447
Liliopsida	24056at4447
Liliopsida	39771at4447
Liliopsida	27831at4447
Liliopsida	36964at4447
Liliopsida	21877at4447
Liliopsida	24319at4447
Liliopsida	42891at4447
Liliopsida	37051at4447
Liliopsida	31782at4447
Liliopsida	26700at4447
Liliopsida	3730at4447
Liliopsida	27650at4447
Liliopsida	42650at4447
Liliopsida	43920at4447
Liliopsida	30188at4447
Liliopsida	40169at4447
Liliopsida	37073at4447
Liliopsida	13971at4447
Liliopsida	27066at4447
Liliopsida	28748at4447
Liliopsida	18103at4447
Liliopsida	24984at4447
Liliopsida	536at4447
Liliopsida	24898at4447
Liliopsida	30326at4447
Liliopsida	164at4447
Liliopsida	24926at4447
Liliopsida	41036at4447
Liliopsida	37997at4447
Liliopsida	30100at4447
Liliopsida	17811at4447
Liliopsida	22780at4447
Liliopsida	17852at4447
Liliopsida	28482at4447
Liliopsida	6786at4447
Liliopsida	40701at4447
Liliopsida	21647at4447
Liliopsida	38086at4447
Liliopsida	32812at4447
Liliopsida	9672at4447
Liliopsida	10704at4447
Liliopsida	20027at4447
Liliopsida	23019at4447
Liliopsida	39122at4447
Liliopsida	40157at4447
Liliopsida	40348at4447
Liliopsida	25535at4447
Liliopsida	17576at4447
Liliopsida	23955at4447
Liliopsida	26656at4447
Liliopsida	2208at4447
Liliopsida	31982at4447
Liliopsida	23060at4447
Liliopsida	37602at4447
Liliopsida	36901at4447
Liliopsida	37507at4447
Liliopsida	35453at4447
Liliopsida	3988at4447
Liliopsida	39823at4447
Liliopsida	31877at4447
Liliopsida	32784at4447
Liliopsida	22405at4447
Liliopsida	20869at4447
Liliopsida	8816at4447
Liliopsida	22719at4447
Liliopsida	16738at4447
Liliopsida	21816at4447
Liliopsida	42386at4447
Liliopsida	18936at4447
Liliopsida	25146at4447
Liliopsida	32114at4447
Liliopsida	41794at4447
Liliopsida	28143at4447
Liliopsida	33699at4447
Liliopsida	25224at4447
Liliopsida	27622at4447
Liliopsida	30824at4447
Liliopsida	16464at4447
Liliopsida	28302at4447
Liliopsida	40984at4447
Liliopsida	10763at4447
Liliopsida	36012at4447
Liliopsida	32407at4447
Liliopsida	11271at4447
Liliopsida	9588at4447
Liliopsida	10727at4447
Liliopsida	20746at4447
Liliopsida	23336at4447
Liliopsida	6560at4447
Liliopsida	33492at4447
Liliopsida	34587at4447
Liliopsida	40853at4447
Liliopsida	10036at4447
Liliopsida	32402at4447
Liliopsida	23435at4447
Liliopsida	6635at4447
Liliopsida	7638at4447
Liliopsida	23301at4447
Liliopsida	17038at4447
Liliopsida	2164at4447
Liliopsida	32793at4447
Liliopsida	1255at4447
Liliopsida	23673at4447
Liliopsida	14893at4447
Liliopsida	28816at4447
Liliopsida	9659at4447
Liliopsida	9910at4447
Liliopsida	13216at4447
Liliopsida	24794at4447
Liliopsida	9022at4447
Liliopsida	10133at4447
Liliopsida	31814at4447
Liliopsida	16818at4447
Liliopsida	17482at4447
Liliopsida	2331at4447
Liliopsida	16095at4447
Liliopsida	30441at4447
Liliopsida	32068at4447
Liliopsida	37391at4447
Liliopsida	7403at4447
Liliopsida	23900at4447
Liliopsida	41885at4447
Liliopsida	38874at4447
Liliopsida	27549at4447
Liliopsida	39717at4447
Liliopsida	22404at4447
Liliopsida	26282at4447
Liliopsida	26129at4447
Liliopsida	13774at4447
Liliopsida	9737at4447
Liliopsida	28815at4447
Liliopsida	35010at4447
Liliopsida	22070at4447
Liliopsida	33546at4447
Liliopsida	7100at4447
Liliopsida	34652at4447
Liliopsida	29683at4447
Liliopsida	655at4447
Liliopsida	37918at4447
Liliopsida	30351at4447
Liliopsida	19653at4447
Liliopsida	32025at4447
Liliopsida	29042at4447
Liliopsida	19785at4447
Liliopsida	3006at4447
Liliopsida	27223at4447
Liliopsida	17432at4447
Liliopsida	41440at4447
Liliopsida	17454at4447
Liliopsida	41539at4447
Liliopsida	19762at4447
Liliopsida	7836at4447
Liliopsida	24957at4447
Liliopsida	437at4447
Liliopsida	38512at4447
Liliopsida	28287at4447
Liliopsida	33195at4447
Liliopsida	25151at4447
Liliopsida	24757at4447
Liliopsida	31372at4447
Liliopsida	39243at4447
Liliopsida	25897at4447
Liliopsida	30099at4447
Liliopsida	31530at4447
Liliopsida	11537at4447
Liliopsida	27052at4447
Liliopsida	16221at4447
Liliopsida	35859at4447
Liliopsida	33476at4447
Liliopsida	20642at4447
Liliopsida	2484at4447
Liliopsida	35119at4447
Liliopsida	38202at4447
Liliopsida	1473at4447
Liliopsida	33927at4447
Liliopsida	35093at4447
Liliopsida	15516at4447
Liliopsida	34988at4447
Liliopsida	24398at4447
Liliopsida	35109at4447
Liliopsida	25046at4447
Liliopsida	38094at4447
Liliopsida	20472at4447
Liliopsida	4146at4447
Liliopsida	3151at4447
Liliopsida	35529at4447
Liliopsida	36113at4447
Liliopsida	24651at4447
Liliopsida	15216at4447
Liliopsida	15298at4447
Liliopsida	12581at4447
Liliopsida	11368at4447
Liliopsida	16247at4447
Liliopsida	37053at4447
Liliopsida	2667at4447
Liliopsida	19554at4447
Liliopsida	27570at4447
Liliopsida	30643at4447
Liliopsida	15257at4447
Liliopsida	419at4447
Liliopsida	9861at4447
Liliopsida	15289at4447
Liliopsida	36372at4447
Liliopsida	31266at4447
Liliopsida	39770at4447
Liliopsida	21116at4447
Liliopsida	7639at4447
Liliopsida	24746at4447
Liliopsida	12850at4447
Liliopsida	10297at4447
Liliopsida	26818at4447
Liliopsida	13528at4447
Liliopsida	13206at4447
Liliopsida	37072at4447
Liliopsida	35044at4447
Liliopsida	37312at4447
Liliopsida	1944at4447
Liliopsida	10386at4447
Liliopsida	15600at4447
Liliopsida	34038at4447
Liliopsida	8241at4447
Liliopsida	18649at4447
Liliopsida	25429at4447
Liliopsida	32850at4447
Liliopsida	23589at4447
Liliopsida	9978at4447
Liliopsida	19668at4447
Liliopsida	23000at4447
Liliopsida	18573at4447
Liliopsida	25644at4447
Liliopsida	38909at4447
Liliopsida	23586at4447
Liliopsida	34147at4447
Liliopsida	8268at4447
Liliopsida	5659at4447
Liliopsida	38307at4447
Liliopsida	31787at4447
Liliopsida	38833at4447
Liliopsida	31302at4447
Liliopsida	34788at4447
Liliopsida	18369at4447
Liliopsida	36076at4447
Liliopsida	17640at4447
Liliopsida	2933at4447
Liliopsida	35574at4447
Liliopsida	34591at4447
Liliopsida	34500at4447
Liliopsida	35797at4447
Liliopsida	35598at4447
Liliopsida	7546at4447
Liliopsida	30500at4447
Liliopsida	12136at4447
Liliopsida	34845at4447
Liliopsida	28948at4447
Liliopsida	20963at4447
Liliopsida	21533at4447
Liliopsida	18291at4447
Liliopsida	5114at4447
Liliopsida	32237at4447
Liliopsida	13796at4447
Liliopsida	35242at4447
Liliopsida	3888at4447
Liliopsida	39082at4447
Liliopsida	27820at4447
Liliopsida	31359at4447
Liliopsida	33141at4447
Liliopsida	27225at4447
Liliopsida	17814at4447
Liliopsida	28765at4447
Liliopsida	22653at4447
Liliopsida	17970at4447
Liliopsida	17994at4447
Liliopsida	1877at4447
Liliopsida	12309at4447
Liliopsida	32663at4447
Liliopsida	32525at4447
Liliopsida	41387at4447
Liliopsida	12374at4447
Liliopsida	20517at4447
Liliopsida	20879at4447
Liliopsida	21446at4447
Liliopsida	43466at4447
Liliopsida	27216at4447
Liliopsida	30948at4447
Liliopsida	26516at4447
Liliopsida	39753at4447
Liliopsida	20982at4447
Liliopsida	14771at4447
Liliopsida	40707at4447
Liliopsida	5388at4447
Liliopsida	16721at4447
Liliopsida	39975at4447
Liliopsida	462at4447
Liliopsida	17275at4447
Liliopsida	20396at4447
Liliopsida	7054at4447
Liliopsida	12143at4447
Liliopsida	38176at4447
Liliopsida	38417at4447
Liliopsida	13390at4447
Liliopsida	29245at4447
Liliopsida	27932at4447
Liliopsida	31263at4447
Liliopsida	27306at4447
Liliopsida	327at4447
Liliopsida	28672at4447
Liliopsida	12725at4447
Liliopsida	25148at4447
Liliopsida	29011at4447
Liliopsida	17601at4447
Liliopsida	31286at4447
Liliopsida	30479at4447
Liliopsida	27075at4447
Liliopsida	4617at4447
Liliopsida	30539at4447
Liliopsida	481at4447
Liliopsida	42014at4447
Liliopsida	69at4447
Liliopsida	24734at4447
Liliopsida	23639at4447
Liliopsida	23116at4447
Liliopsida	24583at4447
Liliopsida	732at4447
Liliopsida	13564at4447
Liliopsida	35689at4447
Liliopsida	24979at4447
Liliopsida	30332at4447
Liliopsida	10670at4447
Liliopsida	21103at4447
Liliopsida	42679at4447
Liliopsida	81at4447
Liliopsida	14600at4447
Liliopsida	17064at4447
Liliopsida	33876at4447
Liliopsida	2707at4447
Liliopsida	25185at4447
Liliopsida	24286at4447
Liliopsida	19372at4447
Liliopsida	33361at4447
Liliopsida	28046at4447
Liliopsida	36256at4447
Liliopsida	19597at4447
Liliopsida	32549at4447
Liliopsida	27670at4447
Liliopsida	9866at4447
Liliopsida	36306at4447
Liliopsida	6277at4447
Liliopsida	26116at4447
Liliopsida	25982at4447
Liliopsida	36819at4447
Liliopsida	10813at4447
Liliopsida	33604at4447
Liliopsida	32119at4447
Liliopsida	16980at4447
Liliopsida	2527at4447
Liliopsida	25403at4447
Liliopsida	28078at4447
Liliopsida	35146at4447
Liliopsida	7184at4447
Liliopsida	15662at4447
Liliopsida	34705at4447
Liliopsida	12675at4447
Liliopsida	31204at4447
Liliopsida	43290at4447
Liliopsida	6051at4447
Liliopsida	2483at4447
Liliopsida	36205at4447
Liliopsida	14541at4447
Liliopsida	35978at4447
Liliopsida	12689at4447
Liliopsida	35980at4447
Liliopsida	34375at4447
Liliopsida	34089at4447
Liliopsida	24593at4447
Liliopsida	25505at4447
Liliopsida	24569at4447
Liliopsida	23332at4447
Liliopsida	8526at4447
Liliopsida	23454at4447
Liliopsida	24874at4447
Liliopsida	26443at4447
Liliopsida	35060at4447
Liliopsida	1328at4447
Liliopsida	35895at4447
Liliopsida	36577at4447
Liliopsida	26395at4447
Liliopsida	10978at4447
Liliopsida	26564at4447
Liliopsida	26944at4447
Liliopsida	14601at4447
Liliopsida	9783at4447
Liliopsida	42198at4447
Liliopsida	38900at4447
Liliopsida	40917at4447
Liliopsida	43007at4447
Liliopsida	24547at4447
Liliopsida	42565at4447
Liliopsida	5493at4447
Liliopsida	29028at4447
Liliopsida	31429at4447
Liliopsida	3518at4447
Liliopsida	41853at4447
Liliopsida	33808at4447
Liliopsida	36905at4447
Liliopsida	19998at4447
Liliopsida	37608at4447
Liliopsida	36162at4447
Liliopsida	18788at4447
Liliopsida	29319at4447
Liliopsida	29062at4447
Liliopsida	35047at4447
Liliopsida	464at4447
Liliopsida	25024at4447
Liliopsida	21555at4447
Liliopsida	42181at4447
Liliopsida	24284at4447
Liliopsida	32at4447
Liliopsida	20925at4447
Liliopsida	39132at4447
Liliopsida	34789at4447
Liliopsida	15602at4447
Liliopsida	9967at4447
Liliopsida	3266at4447
Liliopsida	30664at4447
Liliopsida	22809at4447
Liliopsida	10817at4447
Liliopsida	40626at4447
Liliopsida	41399at4447
Liliopsida	6902at4447
Liliopsida	32861at4447
Liliopsida	32673at4447
Liliopsida	19872at4447
Liliopsida	20270at4447
Liliopsida	14124at4447
Liliopsida	456at4447
Liliopsida	35520at4447
Liliopsida	38342at4447
Liliopsida	15584at4447
Liliopsida	36688at4447
Liliopsida	13863at4447
Liliopsida	28111at4447
Liliopsida	38081at4447
Liliopsida	8688at4447
Liliopsida	39019at4447
Liliopsida	5842at4447
Liliopsida	25417at4447
Liliopsida	30094at4447
Liliopsida	9495at4447
Liliopsida	22045at4447
Liliopsida	35036at4447
Liliopsida	4909at4447
Liliopsida	37716at4447
Liliopsida	27263at4447
Liliopsida	39583at4447
Liliopsida	16687at4447
Liliopsida	9989at4447
Liliopsida	21584at4447
Liliopsida	12747at4447
Liliopsida	10720at4447
Liliopsida	29165at4447
Liliopsida	12479at4447
Liliopsida	39166at4447
Liliopsida	70at4447
Liliopsida	14340at4447
Liliopsida	12303at4447
Liliopsida	40449at4447
Liliopsida	4357at4447
Liliopsida	50at4447
Liliopsida	33024at4447
Liliopsida	11331at4447
Liliopsida	31476at4447
Liliopsida	9294at4447
Liliopsida	30696at4447
Liliopsida	25676at4447
Liliopsida	16635at4447
Liliopsida	31793at4447
Liliopsida	8844at4447
Liliopsida	33370at4447
Liliopsida	32090at4447
Liliopsida	15357at4447
Liliopsida	30396at4447
Liliopsida	30892at4447
Liliopsida	10894at4447
Liliopsida	30870at4447
Liliopsida	32433at4447
Liliopsida	34651at4447
Liliopsida	21336at4447
Liliopsida	30324at4447
Liliopsida	17213at4447
Liliopsida	31316at4447
Liliopsida	21300at4447
Liliopsida	1018at4447
Liliopsida	2361at4447
Liliopsida	1851at4447
Liliopsida	28316at4447
Liliopsida	28522at4447
Liliopsida	35033at4447
Liliopsida	22091at4447
Liliopsida	20218at4447
Liliopsida	18195at4447
Liliopsida	25687at4447
Liliopsida	2206at4447
Liliopsida	23641at4447
Liliopsida	1830at4447
Liliopsida	27479at4447
Liliopsida	13590at4447
Liliopsida	953at4447
Liliopsida	36436at4447
Liliopsida	9434at4447
Liliopsida	22296at4447
Liliopsida	7943at4447
Liliopsida	14291at4447
Liliopsida	27501at4447
Liliopsida	22915at4447
Liliopsida	1298at4447
Liliopsida	2956at4447
Liliopsida	40254at4447
Liliopsida	31426at4447
Liliopsida	37515at4447
Liliopsida	40405at4447
Liliopsida	29734at4447
Liliopsida	17722at4447
Liliopsida	14116at4447
Liliopsida	22957at4447
Liliopsida	37093at4447
Liliopsida	4441at4447
Liliopsida	6773at4447
Liliopsida	27569at4447
Liliopsida	30574at4447
Liliopsida	15687at4447
Liliopsida	26081at4447
Liliopsida	32355at4447
Liliopsida	17379at4447
Liliopsida	19392at4447
Liliopsida	32940at4447
Liliopsida	38088at4447
Liliopsida	27464at4447
Liliopsida	39572at4447
Liliopsida	41958at4447
Liliopsida	18696at4447
Liliopsida	25321at4447
Liliopsida	3640at4447
Liliopsida	40751at4447
Liliopsida	9311at4447
Liliopsida	20549at4447
Liliopsida	6170at4447
Liliopsida	31614at4447
Liliopsida	18752at4447
Liliopsida	11283at4447
Liliopsida	32669at4447
Liliopsida	7873at4447
Liliopsida	30207at4447
Liliopsida	21424at4447
Liliopsida	2997at4447
Liliopsida	17935at4447
Liliopsida	16720at4447
Liliopsida	9273at4447
Liliopsida	4037at4447
Liliopsida	40454at4447
Liliopsida	34076at4447
Liliopsida	22541at4447
Liliopsida	17912at4447
Liliopsida	21837at4447
Liliopsida	28401at4447
Liliopsida	24591at4447
Liliopsida	27198at4447
Liliopsida	29198at4447
Liliopsida	2426at4447
Liliopsida	1374at4447
Liliopsida	16847at4447
Liliopsida	37098at4447
Liliopsida	29902at4447
Liliopsida	39577at4447
Liliopsida	16799at4447
Liliopsida	15317at4447
Liliopsida	6650at4447
Liliopsida	10047at4447
Liliopsida	12836at4447
Liliopsida	40109at4447
Liliopsida	19584at4447
Liliopsida	7124at4447
Liliopsida	6722at4447
Liliopsida	34725at4447
Liliopsida	5516at4447
Liliopsida	5236at4447
Liliopsida	26117at4447
Liliopsida	9394at4447
Liliopsida	9032at4447
Liliopsida	15138at4447
Liliopsida	36551at4447
Liliopsida	40063at4447
Liliopsida	29256at4447
Liliopsida	28771at4447
Liliopsida	24515at4447
Liliopsida	18968at4447
Liliopsida	30464at4447
Liliopsida	13503at4447
Liliopsida	18342at4447
Liliopsida	14810at4447
Liliopsida	23515at4447
Liliopsida	30019at4447
Liliopsida	13417at4447
Liliopsida	14476at4447
Liliopsida	10920at4447
Liliopsida	30540at4447
Liliopsida	11669at4447
Liliopsida	33461at4447
Liliopsida	3344at4447
Liliopsida	25371at4447
Liliopsida	10071at4447
Liliopsida	25404at4447
Liliopsida	25811at4447
Liliopsida	32638at4447
Liliopsida	29398at4447
Liliopsida	6533at4447
Liliopsida	26719at4447
Liliopsida	2550at4447
Liliopsida	19460at4447
Liliopsida	25206at4447
Liliopsida	36061at4447
Liliopsida	8746at4447
Liliopsida	32866at4447
Liliopsida	6123at4447
Liliopsida	41607at4447
Liliopsida	38340at4447
Liliopsida	36170at4447
Liliopsida	22795at4447
Liliopsida	36294at4447
Liliopsida	6542at4447
Liliopsida	1702at4447
Liliopsida	6166at4447
Liliopsida	24918at4447
Liliopsida	13188at4447
Liliopsida	1073at4447
Liliopsida	35974at4447
Liliopsida	35951at4447
Liliopsida	15629at4447
Liliopsida	15829at4447
Liliopsida	35482at4447
Liliopsida	30706at4447
Liliopsida	34040at4447
Liliopsida	26887at4447
Liliopsida	6247at4447
Liliopsida	642at4447
Liliopsida	28050at4447
Liliopsida	32920at4447
Liliopsida	20380at4447
Liliopsida	25648at4447
Liliopsida	19208at4447
Liliopsida	12900at4447
Liliopsida	13445at4447
Liliopsida	11981at4447
Liliopsida	25042at4447
Liliopsida	14959at4447
Liliopsida	18730at4447
Liliopsida	18061at4447
Liliopsida	23438at4447
Liliopsida	3843at4447
Liliopsida	18190at4447
Liliopsida	2752at4447
Liliopsida	16647at4447
Liliopsida	14567at4447
Liliopsida	11086at4447
Liliopsida	22822at4447
Liliopsida	26730at4447
Liliopsida	10167at4447
Liliopsida	20997at4447
Liliopsida	2182at4447
Liliopsida	22970at4447
Liliopsida	25458at4447
Liliopsida	576at4447
Liliopsida	854at4447
Liliopsida	30007at4447
Liliopsida	15329at4447
Liliopsida	25124at4447
Liliopsida	8990at4447
Liliopsida	34891at4447
Liliopsida	9253at4447
Liliopsida	947at4447
Liliopsida	21754at4447
Liliopsida	35630at4447
Liliopsida	8220at4447
Liliopsida	5027at4447
Liliopsida	29925at4447
Liliopsida	39865at4447
Liliopsida	32056at4447
Liliopsida	12762at4447
Liliopsida	36848at4447
Liliopsida	17222at4447
Liliopsida	27948at4447
Liliopsida	24747at4447
Liliopsida	16136at4447
Liliopsida	4675at4447
Liliopsida	14058at4447
Liliopsida	31569at4447
Liliopsida	43432at4447
Liliopsida	23815at4447
Liliopsida	23023at4447
Liliopsida	10466at4447
Liliopsida	15824at4447
Liliopsida	18749at4447
Liliopsida	13410at4447
Liliopsida	13415at4447
Liliopsida	23448at4447
Liliopsida	11163at4447
Liliopsida	29748at4447
Liliopsida	17031at4447
Liliopsida	34885at4447
Liliopsida	22379at4447
Liliopsida	1852at4447
Liliopsida	24916at4447
Liliopsida	15154at4447
Liliopsida	10963at4447
Liliopsida	14228at4447
Liliopsida	18415at4447
Liliopsida	3024at4447
Liliopsida	22187at4447
Liliopsida	21789at4447
Liliopsida	18184at4447
Liliopsida	28101at4447
Liliopsida	25265at4447
Liliopsida	13334at4447
Liliopsida	22930at4447
Liliopsida	22174at4447
Liliopsida	33505at4447
Liliopsida	35994at4447
Liliopsida	42511at4447
Liliopsida	3352at4447
Liliopsida	33335at4447
Liliopsida	31139at4447
Liliopsida	31130at4447
Liliopsida	28334at4447
Liliopsida	20542at4447
Liliopsida	27980at4447
Liliopsida	35431at4447
Liliopsida	917at4447
Liliopsida	26894at4447
Liliopsida	25378at4447
Liliopsida	26032at4447
Liliopsida	13086at4447
Liliopsida	1710at4447
Liliopsida	2416at4447
Liliopsida	2339at4447
Liliopsida	39209at4447
Liliopsida	23251at4447
Liliopsida	1844at4447
Liliopsida	20922at4447
Liliopsida	22657at4447
Liliopsida	26744at4447
Liliopsida	21605at4447
Liliopsida	21432at4447
Liliopsida	9083at4447
Liliopsida	22090at4447
Liliopsida	8763at4447
Liliopsida	43190at4447
Liliopsida	12782at4447
Liliopsida	21142at4447
Liliopsida	22696at4447
Liliopsida	30444at4447
Liliopsida	33651at4447
Liliopsida	42244at4447
Liliopsida	29996at4447
Liliopsida	32360at4447
Liliopsida	3134at4447
Liliopsida	14981at4447
Liliopsida	5298at4447
Liliopsida	20122at4447
Liliopsida	32446at4447
Liliopsida	19945at4447
Liliopsida	29510at4447
Liliopsida	24693at4447
Liliopsida	9726at4447
Liliopsida	23540at4447
Liliopsida	34760at4447
Liliopsida	16062at4447
Liliopsida	23650at4447
Liliopsida	31596at4447
Liliopsida	35532at4447
Liliopsida	7003at4447
Liliopsida	9431at4447
Liliopsida	15652at4447
Liliopsida	30115at4447
Liliopsida	24447at4447
Liliopsida	38330at4447
Liliopsida	41198at4447
Liliopsida	22027at4447
Liliopsida	204at4447
Liliopsida	21934at4447
Liliopsida	5989at4447
Liliopsida	19522at4447
Liliopsida	31121at4447
Liliopsida	13374at4447
Liliopsida	15582at4447
Liliopsida	12062at4447
Liliopsida	20053at4447
Liliopsida	37326at4447
Liliopsida	31164at4447
Liliopsida	4687at4447
Liliopsida	28262at4447
Liliopsida	35586at4447
Liliopsida	14799at4447
Liliopsida	10903at4447
Liliopsida	34081at4447
Liliopsida	13616at4447
Liliopsida	22218at4447
Liliopsida	2789at4447
Liliopsida	17670at4447
Liliopsida	38600at4447
Liliopsida	19002at4447
Liliopsida	14912at4447
Liliopsida	25250at4447
Liliopsida	2084at4447
Liliopsida	7286at4447
Liliopsida	13458at4447
Liliopsida	648at4447
Liliopsida	12607at4447
Liliopsida	15801at4447
Liliopsida	30537at4447
Liliopsida	19174at4447
Liliopsida	1194at4447
Liliopsida	8651at4447
Liliopsida	32088at4447
Liliopsida	33261at4447
Liliopsida	26002at4447
Liliopsida	29099at4447
Liliopsida	2496at4447
Liliopsida	26015at4447
Liliopsida	12454at4447
Liliopsida	22489at4447
Liliopsida	25734at4447
Liliopsida	37432at4447
Liliopsida	39831at4447
Liliopsida	11768at4447
Liliopsida	3735at4447
Liliopsida	31054at4447
Liliopsida	21100at4447
Liliopsida	6160at4447
Liliopsida	875at4447
Liliopsida	1007at4447
Liliopsida	11479at4447
Liliopsida	21690at4447
Liliopsida	17711at4447
Liliopsida	31511at4447
Liliopsida	8973at4447
Liliopsida	40957at4447
Liliopsida	21958at4447
Liliopsida	30419at4447
Liliopsida	18050at4447
Liliopsida	1279at4447
Liliopsida	32236at4447
Liliopsida	20166at4447
Liliopsida	21496at4447
Liliopsida	5691at4447
Liliopsida	37448at4447
Liliopsida	22609at4447
Liliopsida	2648at4447
Liliopsida	18786at4447
Liliopsida	910at4447
Liliopsida	26296at4447
Liliopsida	25534at4447
Liliopsida	25551at4447
Liliopsida	27022at4447
Liliopsida	23102at4447
Liliopsida	13297at4447
Liliopsida	22267at4447
Liliopsida	27526at4447
Liliopsida	7722at4447
Liliopsida	27967at4447
Liliopsida	7201at4447
Liliopsida	413at4447
Liliopsida	7703at4447
Liliopsida	13038at4447
Liliopsida	30294at4447
Liliopsida	31586at4447
Liliopsida	12874at4447
Liliopsida	23497at4447
Liliopsida	19856at4447
Liliopsida	25470at4447
Liliopsida	8042at4447
Liliopsida	25204at4447
Liliopsida	23437at4447
Liliopsida	11996at4447
Liliopsida	29691at4447
Liliopsida	15623at4447
Liliopsida	30983at4447
Liliopsida	3710at4447
Liliopsida	142at4447
Liliopsida	33100at4447
Liliopsida	18720at4447
Liliopsida	34550at4447
Liliopsida	29080at4447
Liliopsida	29919at4447
Liliopsida	20181at4447
Liliopsida	24227at4447
Liliopsida	23622at4447
Liliopsida	18135at4447
Liliopsida	22393at4447
Liliopsida	21079at4447
Liliopsida	19812at4447
Liliopsida	18648at4447
Liliopsida	29821at4447
Liliopsida	26181at4447
Liliopsida	9592at4447
Liliopsida	4387at4447
Liliopsida	8131at4447
Liliopsida	25989at4447
Liliopsida	17384at4447
Liliopsida	22514at4447
Liliopsida	2240at4447
Liliopsida	32163at4447
Liliopsida	36904at4447
Liliopsida	2594at4447
Liliopsida	7758at4447
Liliopsida	26484at4447
Liliopsida	37232at4447
Liliopsida	16767at4447
Liliopsida	22583at4447
Liliopsida	28026at4447
Liliopsida	3015at4447
Liliopsida	18066at4447
Liliopsida	10865at4447
Liliopsida	26179at4447
Liliopsida	11759at4447
Liliopsida	33936at4447
Liliopsida	43097at4447
Liliopsida	33585at4447
Liliopsida	16140at4447
Liliopsida	36776at4447
Liliopsida	23171at4447
Liliopsida	13606at4447
Liliopsida	23002at4447
Liliopsida	42106at4447
Liliopsida	34426at4447
Liliopsida	1880at4447
Liliopsida	870at4447
Liliopsida	10976at4447
Liliopsida	35555at4447
Liliopsida	40390at4447
Liliopsida	2768at4447
Liliopsida	20383at4447
Liliopsida	22461at4447
Liliopsida	2617at4447
Liliopsida	34627at4447
Liliopsida	15505at4447
Liliopsida	11556at4447
Liliopsida	23111at4447
Liliopsida	17554at4447
Liliopsida	1832at4447
Liliopsida	26189at4447
Liliopsida	17557at4447
Liliopsida	28172at4447
Liliopsida	19599at4447
Liliopsida	24894at4447
Liliopsida	37367at4447
Liliopsida	11609at4447
Liliopsida	28608at4447
Liliopsida	36691at4447
Liliopsida	999at4447
Liliopsida	25637at4447
Liliopsida	33150at4447
Liliopsida	24523at4447
Liliopsida	13608at4447
Liliopsida	37887at4447
Liliopsida	37555at4447
Liliopsida	9136at4447
Liliopsida	33649at4447
Liliopsida	8743at4447
Liliopsida	34376at4447
Liliopsida	31221at4447
Liliopsida	6707at4447
Liliopsida	2524at4447
Liliopsida	19114at4447
Liliopsida	19302at4447
Liliopsida	35174at4447
Liliopsida	21253at4447
